id,course_id,code,description,bloom_level
co-00326,subj-0063,22EE1202.CO4,Describe basic electrical engineering lab concepts and techniques,Understand
co-00327,subj-0064,22EN1201.CO1,Interpret english - ii concepts and techniques,Understand
co-00328,subj-0064,22EN1201.CO2,Solve english - ii concepts and techniques,Apply
co-00329,subj-0064,22EN1201.CO3,List english - ii concepts and techniques,Remember
co-00330,subj-0064,22EN1201.CO4,Summarize english - ii concepts and techniques,Understand
co-00331,subj-0064,22EN1201.CO5,State english - ii concepts and techniques,Remember
co-00332,subj-0065,22CS1201.CO1,Interpret data structures concepts and techniques,Understand
co-00333,subj-0065,22CS1201.CO2,Solve data structures concepts and techniques,Apply
co-00334,subj-0065,22CS1201.CO3,Interpret data structures concepts and techniques,Understand
co-00335,subj-0065,22CS1201.CO4,Describe data structures concepts and techniques,Understand
co-00336,subj-0065,22CS1201.CO5,Use data structures concepts and techniques,Apply
co-00337,subj-0065,22CS1201.CO6,Apply data structures concepts and techniques,Apply
co-00338,subj-0066,22CS1202.CO1,Describe data structures lab concepts and techniques,Understand
co-00339,subj-0066,22CS1202.CO2,Compare data structures lab concepts and techniques,Analyze
co-00340,subj-0066,22CS1202.CO3,Solve data structures lab concepts and techniques,Apply
co-00341,subj-0066,22CS1202.CO4,Evaluate data structures lab concepts and techniques,Evaluate
co-00342,subj-0066,22CS1202.CO5,Identify data structures lab concepts and techniques,Remember
co-00343,subj-0067,22CH1202.CO1,State engineering chemistry lab concepts and techniques,Remember
co-00344,subj-0067,22CH1202.CO2,Describe engineering chemistry lab concepts and techniques,Understand
co-00345,subj-0067,22CH1202.CO3,Identify engineering chemistry lab concepts and techniques,Remember
co-00346,subj-0067,22CH1202.CO4,Compare engineering chemistry lab concepts and techniques,Analyze
co-00347,subj-0067,22CH1202.CO5,Interpret engineering chemistry lab concepts and techniques,Understand
co-00348,subj-0068,22IT3101.CO1,Implement discrete mathematics concepts and techniques,Apply
co-00349,subj-0068,22IT3101.CO2,Solve discrete mathematics concepts and techniques,Apply
co-00350,subj-0068,22IT3101.CO3,Develop discrete mathematics concepts and techniques,Create
co-00351,subj-0068,22IT3101.CO4,Analyze discrete mathematics concepts and techniques,Analyze
co-00352,subj-0068,22IT3101.CO5,Distinguish discrete mathematics concepts and techniques,Analyze
co-00353,subj-0069,22IT3102.CO1,Describe object-oriented programming (java) concepts and techniques,Understand
co-00354,subj-0069,22IT3102.CO2,Solve object-oriented programming (java) concepts and techniques,Apply
co-00355,subj-0069,22IT3102.CO3,Differentiate object-oriented programming (java) concepts and techniques,Analyze
co-00356,subj-0069,22IT3102.CO4,Judge object-oriented programming (java) concepts and techniques,Evaluate
co-00357,subj-0069,22IT3102.CO5,Propose object-oriented programming (java) concepts and techniques,Create
co-00358,subj-0069,22IT3102.CO6,Classify object-oriented programming (java) concepts and techniques,Understand
co-00359,subj-0070,22IT3103.CO1,Implement digital logic design concepts and techniques,Apply
co-00360,subj-0070,22IT3103.CO2,Use digital logic design concepts and techniques,Apply
co-00361,subj-0070,22IT3103.CO3,Apply digital logic design concepts and techniques,Apply
co-00362,subj-0070,22IT3103.CO4,Distinguish digital logic design concepts and techniques,Analyze
co-00363,subj-0070,22IT3103.CO5,Demonstrate digital logic design concepts and techniques,Apply
co-00364,subj-0071,22IT3104.CO1,Classify computer organization concepts and techniques,Understand
co-00365,subj-0071,22IT3104.CO2,Evaluate computer organization concepts and techniques,Evaluate
co-00366,subj-0071,22IT3104.CO3,Solve computer organization concepts and techniques,Apply
co-00367,subj-0071,22IT3104.CO4,State computer organization concepts and techniques,Remember
co-00368,subj-0071,22IT3104.CO5,Apply computer organization concepts and techniques,Apply
co-00369,subj-0071,22IT3104.CO6,Formulate computer organization concepts and techniques,Create
co-00370,subj-0072,22IT3105.CO1,List oop lab concepts and techniques,Remember
co-00371,subj-0072,22IT3105.CO2,Summarize oop lab concepts and techniques,Understand
co-00372,subj-0072,22IT3105.CO3,Explain oop lab concepts and techniques,Understand
co-00373,subj-0072,22IT3105.CO4,Explain oop lab concepts and techniques,Understand
co-00374,subj-0072,22IT3105.CO5,Classify oop lab concepts and techniques,Understand
co-00375,subj-0073,22IT3106.CO1,Demonstrate digital logic lab concepts and techniques,Apply
co-00376,subj-0073,22IT3106.CO2,Analyze digital logic lab concepts and techniques,Analyze
co-00377,subj-0073,22IT3106.CO3,Solve digital logic lab concepts and techniques,Apply
co-00378,subj-0073,22IT3106.CO4,Solve digital logic lab concepts and techniques,Apply
co-00379,subj-0073,22IT3106.CO5,Classify digital logic lab concepts and techniques,Understand
co-00380,subj-0074,22HS3101.CO1,Identify managerial economics & financial analysis concepts and techniques,Remember
co-00381,subj-0074,22HS3101.CO2,Classify managerial economics & financial analysis concepts and techniques,Understand
co-00382,subj-0074,22HS3101.CO3,Solve managerial economics & financial analysis concepts and techniques,Apply
co-00383,subj-0074,22HS3101.CO4,Interpret managerial economics & financial analysis concepts and techniques,Understand
co-00384,subj-0074,22HS3101.CO5,Implement managerial economics & financial analysis concepts and techniques,Apply
co-00385,subj-0074,22HS3101.CO6,Describe managerial economics & financial analysis concepts and techniques,Understand
co-00386,subj-0075,22IT4101.CO1,Analyze operating systems concepts and techniques,Analyze
co-00387,subj-0075,22IT4101.CO2,Demonstrate operating systems concepts and techniques,Apply
co-00388,subj-0075,22IT4101.CO3,Distinguish operating systems concepts and techniques,Analyze
co-00389,subj-0075,22IT4101.CO4,Compare operating systems concepts and techniques,Analyze
co-00390,subj-0075,22IT4101.CO5,Demonstrate operating systems concepts and techniques,Apply
co-00391,subj-0075,22IT4101.CO6,List operating systems concepts and techniques,Remember
co-00392,subj-0076,22IT4102.CO1,Summarize database management systems concepts and techniques,Understand
co-00393,subj-0076,22IT4102.CO2,Demonstrate database management systems concepts and techniques,Apply
co-00394,subj-0076,22IT4102.CO3,Implement database management systems concepts and techniques,Apply
co-00395,subj-0076,22IT4102.CO4,Analyze database management systems concepts and techniques,Analyze
co-00396,subj-0076,22IT4102.CO5,Use database management systems concepts and techniques,Apply
co-00397,subj-0077,22IT4103.CO1,Justify design & analysis of algorithms concepts and techniques,Evaluate
co-00398,subj-0077,22IT4103.CO2,Solve design & analysis of algorithms concepts and techniques,Apply
co-00399,subj-0077,22IT4103.CO3,Apply design & analysis of algorithms concepts and techniques,Apply
co-00400,subj-0077,22IT4103.CO4,Summarize design & analysis of algorithms concepts and techniques,Understand
co-00401,subj-0077,22IT4103.CO5,Differentiate design & analysis of algorithms concepts and techniques,Analyze
co-00402,subj-0078,22IT4104.CO1,Apply software engineering concepts and techniques,Apply
co-00403,subj-0078,22IT4104.CO2,Summarize software engineering concepts and techniques,Understand
co-00404,subj-0078,22IT4104.CO3,Recall software engineering concepts and techniques,Remember
co-00405,subj-0078,22IT4104.CO4,Compare software engineering concepts and techniques,Analyze
co-00406,subj-0078,22IT4104.CO5,Implement software engineering concepts and techniques,Apply
co-00407,subj-0079,22IT4105.CO1,Implement os & dbms lab concepts and techniques,Apply
co-00408,subj-0079,22IT4105.CO2,Classify os & dbms lab concepts and techniques,Understand
co-00409,subj-0079,22IT4105.CO3,Summarize os & dbms lab concepts and techniques,Understand
co-00410,subj-0079,22IT4105.CO4,Solve os & dbms lab concepts and techniques,Apply
co-00411,subj-0079,22IT4105.CO5,Differentiate os & dbms lab concepts and techniques,Analyze
co-00412,subj-0080,22IT4106.CO1,Compare python programming lab concepts and techniques,Analyze
co-00413,subj-0080,22IT4106.CO2,Solve python programming lab concepts and techniques,Apply
co-00414,subj-0080,22IT4106.CO3,Use python programming lab concepts and techniques,Apply
co-00415,subj-0080,22IT4106.CO4,Implement python programming lab concepts and techniques,Apply
co-00416,subj-0081,22HS4101.CO1,Judge environmental science concepts and techniques,Evaluate
co-00417,subj-0081,22HS4101.CO2,Propose environmental science concepts and techniques,Create
co-00418,subj-0081,22HS4101.CO3,Classify environmental science concepts and techniques,Understand
co-00419,subj-0081,22HS4101.CO4,Demonstrate environmental science concepts and techniques,Apply
co-00420,subj-0081,22HS4101.CO5,Implement environmental science concepts and techniques,Apply
co-00421,subj-0081,22HS4101.CO6,Classify environmental science concepts and techniques,Understand
co-00422,subj-0082,22IT5101.CO1,Design computer networks concepts and techniques,Create
co-00423,subj-0082,22IT5101.CO2,Judge computer networks concepts and techniques,Evaluate
co-00424,subj-0082,22IT5101.CO3,Use computer networks concepts and techniques,Apply
co-00425,subj-0082,22IT5101.CO4,Critique computer networks concepts and techniques,Evaluate
co-00426,subj-0082,22IT5101.CO5,Implement computer networks concepts and techniques,Apply
co-00427,subj-0082,22IT5101.CO6,Implement computer networks concepts and techniques,Apply
co-00428,subj-0083,22IT5102.CO1,Classify web technologies concepts and techniques,Understand
co-00429,subj-0083,22IT5102.CO2,Assess web technologies concepts and techniques,Evaluate
co-00430,subj-0083,22IT5102.CO3,Design web technologies concepts and techniques,Create
co-00431,subj-0083,22IT5102.CO4,Evaluate web technologies concepts and techniques,Evaluate
co-00432,subj-0083,22IT5102.CO5,Classify web technologies concepts and techniques,Understand
co-00433,subj-0084,22IT5103.CO1,Distinguish information security concepts and techniques,Analyze
co-00434,subj-0084,22IT5103.CO2,Critique information security concepts and techniques,Evaluate
co-00435,subj-0084,22IT5103.CO3,Examine information security concepts and techniques,Analyze
co-00436,subj-0084,22IT5103.CO4,Evaluate information security concepts and techniques,Evaluate
co-00437,subj-0084,22IT5103.CO5,Analyze information security concepts and techniques,Analyze
co-00438,subj-0084,22IT5103.CO6,Demonstrate information security concepts and techniques,Apply
co-00439,subj-0085,22IT5104.CO1,Define data warehousing & mining concepts and techniques,Remember
co-00440,subj-0085,22IT5104.CO2,Design data warehousing & mining concepts and techniques,Create
co-00441,subj-0085,22IT5104.CO3,Compare data warehousing & mining concepts and techniques,Analyze
co-00442,subj-0085,22IT5104.CO4,Evaluate data warehousing & mining concepts and techniques,Evaluate
co-00443,subj-0085,22IT5104.CO5,Evaluate data warehousing & mining concepts and techniques,Evaluate
co-00444,subj-0086,22IT5105.CO1,Analyze cn & web lab concepts and techniques,Analyze
co-00445,subj-0086,22IT5105.CO2,Differentiate cn & web lab concepts and techniques,Analyze
co-00446,subj-0086,22IT5105.CO3,Apply cn & web lab concepts and techniques,Apply
co-00447,subj-0086,22IT5105.CO4,Compare cn & web lab concepts and techniques,Analyze
co-00448,subj-0086,22IT5105.CO5,Classify cn & web lab concepts and techniques,Understand
co-00449,subj-0087,22IT5106.CO1,Solve professional elective - i concepts and techniques,Apply
co-00450,subj-0087,22IT5106.CO2,Describe professional elective - i concepts and techniques,Understand
co-00451,subj-0087,22IT5106.CO3,Differentiate professional elective - i concepts and techniques,Analyze
co-00452,subj-0087,22IT5106.CO4,Implement professional elective - i concepts and techniques,Apply
co-00453,subj-0087,22IT5106.CO5,State professional elective - i concepts and techniques,Remember
co-00454,subj-0087,22IT5106.CO6,Describe professional elective - i concepts and techniques,Understand
co-00455,subj-0088,22MC5101.CO1,Evaluate constitution of india concepts and techniques,Evaluate
co-00456,subj-0088,22MC5101.CO2,Design constitution of india concepts and techniques,Create
co-00457,subj-0088,22MC5101.CO3,Solve constitution of india concepts and techniques,Apply
co-00458,subj-0088,22MC5101.CO4,Differentiate constitution of india concepts and techniques,Analyze
co-00459,subj-0088,22MC5101.CO5,Differentiate constitution of india concepts and techniques,Analyze
co-00460,subj-0088,22MC5101.CO6,Judge constitution of india concepts and techniques,Evaluate
co-00461,subj-0089,22IT6101.CO1,Critique artificial intelligence concepts and techniques,Evaluate
co-00462,subj-0089,22IT6101.CO2,Implement artificial intelligence concepts and techniques,Apply
co-00463,subj-0089,22IT6101.CO3,Analyze artificial intelligence concepts and techniques,Analyze
co-00464,subj-0089,22IT6101.CO4,Use artificial intelligence concepts and techniques,Apply
co-00465,subj-0089,22IT6101.CO5,Construct artificial intelligence concepts and techniques,Create
co-00466,subj-0090,22IT6102.CO1,Critique cloud computing concepts and techniques,Evaluate
co-00467,subj-0090,22IT6102.CO2,Develop cloud computing concepts and techniques,Create
co-00468,subj-0090,22IT6102.CO3,State cloud computing concepts and techniques,Remember
co-00469,subj-0090,22IT6102.CO4,Formulate cloud computing concepts and techniques,Create
co-00470,subj-0090,22IT6102.CO5,Differentiate cloud computing concepts and techniques,Analyze
co-00471,subj-0090,22IT6102.CO6,Differentiate cloud computing concepts and techniques,Analyze
co-00472,subj-0091,22IT6103.CO1,Demonstrate software testing concepts and techniques,Apply
